 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","Team","Cl","Ht","Pos","S","Aces","Per Set"
"96","Morgan Elmore","Lipscomb","Jr.","5-11","S","108","1080"
"97","Kennedy Etheridge","American","Sr.","6-2","S","110","1073"
"98","Inna Balyko","Rutgers","Fr.","6-0","S","114","1063"
"","Madeline Holt","Wake Forest","So.","5-11","S","115","1063"
"100","Antonette Rolda","UNLV","Jr.","5-7","S","130","1062"
"101","Shae Harris","Seattle U","Sr.","6-2","S","112","1061"
"102","Megan Evans","Alabama A&M","So.","6-0","S","122","1056"
"","Missy Owens","Texas Tech","Sr.","6-1","S","105","1056"
"104","Mica Allison","Auburn","Fr.","6-1","S","105","1055"
"105","Anilee Sher","Rider","Fr.","5-8","S","109","1054"
"106","Madilyn McCarty","North Florida","Sr.","6-0","S","121","1050"
"107","Shelby Holderfield","UAB","So.","5-8","S","100","1041"
"108","Patricia Mattingly","Navy","Sr.","5-8","S","115","1039"
"109","Brianna Lang","Coppin St.","Fr.","5-8","S","117","1033"
"","Lainey Stephenson","Wright St.","Fr.","5-11","S","114","1033"
"111","Allison Barber","Providence","So.","5-11","S","105","1032"
"112","Alexis Averett","Southern Utah","Jr.","5-10","S","111","1030"
"113","Andrea Fuentes","Missouri","Fr.","5-9","S","118","1026"
"114","Chelsea Doyle","UC Riverside","Sr.","5-8","S","110","1025"
"","Jordan Lentz","Oakland","Jr.","6-1","S","107","1025"
"116","Margo Pivonka","Georgetown","So.","5-11","OH","111","1023"
"117","Molly Murrihy","Memphis","Fr.","6-0","S","112","1020"
"118","Abbie Hughes","FIU","Fr.","5-9","S","117","1019"
"119","Cassidy Ceriani","Canisius","Jr.","5-11","S","104","1015"
"120","Kirstyn Sperry","Bryant","Sr.","5-10","S","136","1014"
"121","Laken Te'o","Tennessee St.","Jr.","5-9","S","113","1007"
"122","Julia Kurowski","Colgate","Fr.","6-1","S","103","1004"
"123","Kalli Hegerle","North Dakota St.","Fr.","6-0","S","111","1001"
"124","Marija Borcic","UIC","Fr.","5-10","S","118","999"
"125","Emma Patlovich","New Hampshire","So.","5-11","S","100","991"
"126","Avalon DeNecochea","Cal Poly","Fr.","6-2","S","96","990"
"127","Mariah Pardo","Tulsa","Jr.","5-9","S","114","985"
"128","Maddie Sheehan","Oregon St.","Fr.","5-9","S","113","973"
"129","Hannah Morris","Liberty","Jr.","6-0","S","113","966"
"130","Kenzie Hinshaw","UT Martin","So.","5-9","S","120","965"
"","Mallory Rajewski","Eastern Mich.","Sr.","5-10","S","125","965"
"132","Haley Templeton","Miami (FL)","Sr.","6-0","S","94","961"
"133","Maddie Nunley","Mercer","So.","5-10","S","91","953"
"","Courtnie Roberts","Delaware","So.","5-10","S","98","953"
"135","Megan Fuhr","The Citadel","So.","5-7","S","110","951"
"136","Madison Brown","Ga. Southern","Fr.","5-10","S","102","949"
"137","Grace Balensiefer","Northern Ill.","Fr.","5-10","S","122","948"
"138","Kassidy Johnson","Utah St.","Sr.","5-10","S","112","944"
"139","Roi Wallace","Morgan St.","Jr.","5-9","S","93","943"
"140","Rhegan Mitchell","Virginia Tech","Sr.","5-8","S","103","940"
"141","Jessica Harris","Princeton","Jr.","5-9","S","80","939"
"142","Jaclyn Ward","Sam Houston St.","Sr.","5-7","S","108","938"
"143","Sarah Ciszek","Sacred Heart","Fr.","5-10","S","99","932"
"144","Matti McKissock","Georgia Tech","Fr.","5-9","S","124","929"
"145","Dani Suiter","Duquesne","Jr.","6-0","S","92","919"
"146","Allana McInnis","Evansville","So.","5-7","S","112","916"
"147","Ali Koumelis","UC Irvine","Sr.","5-9","S","96","912"
"148","Megan Anderson","Hartford","So.","5-11","S","86","907"
"149","Kennedy Cordia","Saint Louis","So.","5-6","S","92","904"
"150","Hanne De Schrijver","Pacific","So.","5-10","S","112","903"
Reclassifying
"NR","Natalie Zimmerer","California Baptist","Jr.","5-8","S","126","1316"

NCAA Women's Volleyball
Division IService Aces
Through Games 12/15/2018


"Rank","Name","Team","Cl","Ht","Pos","S","Aces"
"1","Mariena Hayden","UNLV","So.","6-0","OH","127","114"
"2","Aubrey Ezell","South Carolina","Sr.","5-8","L/DS","112","75"
"3","Fiapaipai Iosia","Alcorn","So.","5-7","L/DS","109","72"
"4","Hollann Hans","Texas A&M","Jr.","6-1","OH","120","64"
"5","Kaylie McHugh","Tulane","Jr.","5-6","L","142","63"
"6","Lydia Bartalo","Denver","So.","5-10","OH","110","60"
"7","Kylie Kuyava-Deberg","Missouri","So.","6-4","OH","119","59"
"8","Skyler Takeda","Sacramento St.","Sr.","5-9","DS","120","55"
"","Hope Werch","Marquette","So.","6-1","OH","115","55"
"","Regan Wright","Holy Cross","Fr.","5-11","OH","98","55"
"11","Emma Granger","Robert Morris","So.","6-4","MB","109","53"
"","Jaime Kosiorek","Ohio","Sr.","6-0","OH","117","53"
"","Katie Myers","Maryland","Fr.","6-2","MB","114","53"
"14","Madelyn Cole","Creighton","Jr.","5-10","S","118","51"
"","Morgan Hughes","Boise St.","Sr.","5-10","MB","112","51"
"","Ashlyn Power","Weber St.","So.","5-8","S","105","51"
"","Amber Seaman","Ball St.","Jr.","5-11","S","119","51"
"18","Ivania Ortiz","Hofstra","So.","5-9","OH","126","50"
"","Alexsa Parker","Saint Mary's (CA)","Jr.","5-8","S","114","50"
"","Kirstyn Sperry","Bryant","Sr.","5-10","S","136","50"
"","Lizzie Stephens","Ohio","Jr.","6-0","OH","117","50"
"22","Luiza Andrade","San Jose St.","Sr.","5-5","L","103","49"
"","Ashlynn Dunbar","San Diego St.","Jr.","6-0","OH","115","49"
"","Haley Kleespies","Radford","Sr.","5-8","S","106","49"
"","Anilee Sher","Rider","Fr.","5-8","S","109","49"
"26","Bailey Choy","Utah","Jr.","5-9","S","128","48"
"","Catie Cronister","Wofford","Jr.","5-10","OH","111","48"
"","Abby Marjama","UC Irvine","Fr.","6-0","OH","105","48"
"","Brenna McIlroy","Auburn","Sr.","5-11","OH","104","48"
"30","Kori Kutsch","Alabama St.","Sr.","5-9","S","138","47"
"","Natalie Mikels","New Mexico St.","So.","5-10","S","124","47"
"","Kat Miller","Quinnipiac","Sr.","5-11","RS","112","47"
"","Emily Weigand","Akron","So.","5-10","S","103","47"
"34","Megann Delgado","Hampton","Jr.","6-2","RS","103","46"
"","Mikaela Foecke","Nebraska","Sr.","6-3","OH","133","46"
"","Desiree Sukhov","CSU Bakersfield","So.","5-11","OH","111","46"
"","Jordan Thompson","Cincinnati","Jr.","6-4","RS","132","46"
"","Erica Treiber","Tennessee","Sr.","6-1","MH","125","46"
"39","Abby Akin","Northern Ariz.","Jr.","6-3","MB","125","45"
"","Sophia Cerino","Western Ky.","Jr.","5-9","OH","117","45"
"","Hannah Flowers","Memphis","So.","6-2","RS","114","45"
"","Jenna Gray","Stanford","Jr.","6-1","S","121","45"
"","Carly Nolan","Cincinnati","Sr.","6-0","OH","133","45"
"","Molly Sauer","Louisville","Sr.","5-7","DS","116","45"
"","Teddie Sauer","Wright St.","So.","6-0","MB","108","45"
"","Allie Wright","Presbyterian","So.","6-1","MH","112","45"
"47","Emma Henderson","Central Conn. St.","So.","5-10","OH","93","44"
"","Taylor Kuper","Illinois","Fr.","5-8","DS","132","44"
"","Molly Livingston","High Point","Sr.","6-2","MB","101","44"
"","Sandra Lozanova","Manhattan","Sr.","5-11","OH","79","44"
"","Massiel Matos","Fla. Atlantic","Jr.","6-0","OH","101","44"
"52","Kenzie Hinshaw","UT Martin","So.","5-9","S","120","43"
"","Alex Janak","UT Arlington","Sr.","5-9","S","103","43"
"","Kaylie Jorgenson","Northern Ariz.","Sr.","6-0","OH","132","43"
"55","Maria Victoria Giommarini","VCU","Jr.","6-0","OH","105","42"
"","Anna Haak","Marquette","Sr.","5-11","OH","112","42"
"","Veronica Jones-Perry","BYU","Sr.","6-0","OH","105","42"
"","Stela Kukoc","Miami (OH)","Sr.","6-1","OH","114","42"
"","Zoe McBride","Morgan St.","Fr.","6-0","OH","102","42"
"","Cali Thompson","Portland","Jr.","6-0","S","124","42"
"","Madison Wallace","Sam Houston St.","Sr.","6-1","OH","107","42"
"","Sharlissa de Jesus","The Citadel","So.","5-9","OH","104","42"
"63","Manuela Conte","UIC","So.","6-1","OH","118","41"
"","Tori Dilfer","TCU","So.","5-10","S","102","41"
"","Kylie Grandy","Southern Miss.","Sr.","5-11","OH","126","41"
"","Hailey Harward","Long Beach St.","Jr.","5-9","L/DS","110","41"
"","Kaitlyn Lines","Pacific","So.","6-0","OH","113","41"
"","Lindsey Ruddins","UC Santa Barbara","Jr.","6-2","OH","110","41"
"","Maddi Sgattoni","Navy","So.","5-8","OH","118","41"
"","Luisa Sydlik","Hofstra","Jr.","5-10","S","126","41"
"","Iva Vujosevic","Georgetown","Jr.","5-11","OH","98","41"
"","Taylor van der Biezen","Marist","Sr.","5-9","S","114","41"
"73","Hannah Frohling","Pepperdine","Jr.","6-0","OH","107","40"
"","Casey Goodwin","Liberty","Jr.","6-1","RS","103","40"
"","Nicklin Hames","Nebraska","Fr.","5-10","S","133","40"
"","Destiny Julye","Washington","Sr.","5-11","OH","118","40"
"","Megan Klavitter","Chicago St.","Jr.","5-3","DS","120","40"
"","Darby Minton","Navy","Sr.","5-9","DS","110","40"
"","Emma Reilly","Appalachian St.","So.","5-6","L/DS","111","40"
"","Allyssa Rizzo","Montana St.","Jr.","5-6","L/DS","113","40"
"","Hallie Shelton","Western Ky.","So.","6-1","OH","117","40"
"","Meredith Teague","LMU (CA)","So.","6-2","OH","108","40"
"83","Lucia Babic","UMES","Sr.","5-10","OH","92","39"
"","Lexi Broadwater","Kennesaw St.","Jr.","5-8","S","120","39"
"","Bo Culo","LMU (CA)","Jr.","6-2","OH","112","39"
"","Bia Franklin","Ohio St.","Jr.","5-11","OH","121","39"
"","Ginny Gerig","Austin Peay","Jr.","5-5","L","108","39"
"","Mckenna Granato","Hawaii","Sr.","6-0","OH","101","39"
"","Cheyenne Hayes","Troy","So.","5-9","OH","116","39"
"","Kenzie Higareda","Georgetown","Sr.","5-1","L","111","39"
"","Paige Jones","Michigan","Fr.","6-1","OH","120","39"
"","Mallory Mattingly","Jacksonville","Jr.","5-10","OH","106","39"
"","Jordyn Poulter","Illinois","Sr.","6-2","S","132","39"
"","Riley Taylor","Eastern Mich.","Jr.","5-11","S","123","39"
"95","Sydney Carlson","Western Caro.","Fr.","5-9","L","104","38"
"","Dani Drews","Utah","So.","6-0","RS","126","38"
"","Payton Duncan","USC Upstate","Sr.","5-9","OH","122","38"
"","Madelyn Halteman","Fresno St.","Jr.","5-10","S","130","38"
"","Ashley Knight","Villanova","Sr.","5-8","S","112","38"
"","Alyssa Kvarta","ETSU","Sr.","5-8","S","125","38"
"","Khalia Lanier","Southern California","Jr.","6-2","OH","107","38"
"","Taylor Lindberg","Little Rock","Sr.","5-10","S","125","38"
"","Kayla Lund","Pittsburgh","So.","6-0","OH","108","38"
"","Mildrelis Rodriguez","Evansville","Sr.","5-9","OH","121","38"
"","Samantha Seliger-Swenson","Minnesota","Sr.","5-11","S","107","38"
"106","Haley Coleman","SFA","Sr.","5-9","OH","117","37"
"","Andrea Eddy","Denver","Jr.","6-0","S","109","37"
"","Carly Graham","Rice","Fr.","6-0","S","118","37"
"","Samantha Graver","La Salle","So.","5-10","OH","107","37"
"","Barbara Grubisic Cabo","Alcorn","Jr.","5-11","S","94","37"
"","Madison Jurgens","South Dakota","Fr.","5-9","S","111","37"
"","Kenzie Maloney","Nebraska","Sr.","5-8","L/DS","133","37"
"","Olivia Nicholson","Colorado St.","Jr.","6-0","OH","104","37"
"","Mikaela Nocetti","Sacramento St.","Sr.","5-11","OH","114","37"
"","Macey Putt","Arkansas St.","Fr.","6-0","OH","121","37"
"","Kara Spicer","Appalachian St.","So.","6-2","MB","111","37"
"","Haley Templeton","Miami (FL)","Sr.","6-0","S","94","37"
"118","Marija Borcic","UIC","Fr.","5-10","S","118","36"
"","Meg DeMaar","Furman","Sr.","5-10","L","110","36"
"","Erica Di Maulo","St. John's (NY)","Jr.","6-0","S","137","36"
"","Erin Gardner","Kent St.","Fr.","5-5","L/DS","114","36"
"","Karlee Groover","Kennesaw St.","So.","5-8","L/DS","120","36"
"","Cara Guthrie","UNC Asheville","Sr.","5-10","OH","100","36"
"","Kelsi Hobbs","Samford","Jr.","6-1","OH","114","36"
"","Miranda Karlen","Northern Ill.","So.","5-6","L/DS","122","36"
"","Andrea Laboy-Rivera","N.C. A&T","Fr.","5-5","DS","89","36"
"","Taylor Muff","Northern Colo.","So.","5-11","OH","107","36"
"","Sofie Perrens","Charlotte","Jr.","5-6","DS","114","36"
"","Brooke Peters","Purdue","Sr.","5-9","DS","119","36"
"","Antonette Rolda","UNLV","Jr.","5-7","S","130","36"
"","Isabella Sade","Omaha","So.","6-2","MB","110","36"
"","Brynn Sherbert","Rider","So.","5-9","OH","116","36"
"","Taylor Slover","Fresno St.","Sr.","6-1","OH","130","36"
"","Mahalia Swink","Alabama","Jr.","6-0","OH","111","36"
"","Jocelyn Urias","Washington St.","Jr.","6-3","MB","130","36"
"","Ali Verzani","Tennessee Tech","So.","5-10","OH","117","36"
"137","Larra Bickelhaupt","Buffalo","Sr.","5-10","L","113","35"
"","Tina Boe","Denver","So.","6-0","MB","110","35"
"","Hayley Dotseth","South Dakota","Sr.","5-11","OH","111","35"
"","Madison Green","A&M-Corpus Christi","Jr.","5-8","S","102","35"
"","Megan Kuper","Lipscomb","So.","6-0","OH","108","35"
"","Sofia Lopez Acosta","Canisius","Sr.","5-7","L/DS","104","35"
"","Ashtin Olin","Sacramento St.","Fr.","5-11","S","111","35"
"","Shelby Olsen","Northern Ky.","Jr.","5-8","DS","121","35"
"","Margo Pivonka","Georgetown","So.","5-11","OH","111","35"
"","Tess Reid","LMU (CA)","Jr.","5-8","S","112","35"
"","Emma Rose","Iona","Sr.","5-9","S","102","35"
"","Grace Tiesman","Samford","Jr.","5-8","DS","125","35"
"","Elle Tubbs","Drake","Jr.","6-4","MB","117","35"
"","Roi Wallace","Morgan St.","Jr.","5-9","S","93","35"
"","Tilbe Yaglioglu","James Madison","Sr.","5-8","S","106","35"

NCAA Women's Volleyball
Division ITotal Digs
Through Games 12/15/2018


"Rank","Name","Team","Cl","Ht","Pos","S","Digs"
"1","Kallie Seimet","Bowling Green","Sr.","5-8","L/DS","114","768"
"2","Yavianliz Rosado","Bradley","Sr.","5-6","L/DS","127","758"
"3","Rylee Cookerly","Valparaiso","So.","5-2","L","146","739"
"4","Giorgia Civita","Wichita St.","So.","5-6","DS","126","728"
"5","Alyssa LaFace","Eastern Mich.","Sr.","5-7","L/DS","126","725"
"6","Amanda Sanabia","St. John's (NY)","Jr.","5-5","L/DS","138","716"
"7","Katie Forsythe","Loyola Maryland","Fr.","5-7","L","119","697"
"8","Courtney Pence","Illinois St.","Sr.","5-8","L/DS","115","695"
"9","Haylie Keck","Idaho St.","Jr.","5-9","L/DS","125","683"
"10","Yumi Garcia","Charlotte","Jr.","5-0","L/DS","121","681"
"11","Megan Klavitter","Chicago St.","Jr.","5-3","DS","120","677"
"12","Ashton Terrill","Northern Ky.","So.","5-8","L/DS","121","673"
"13","Katie Karbo","Houston","Jr.","5-5","L/DS","124","659"
"14","Brooke Gyori","UT Martin","Sr.","5-4","L/DS","123","656"
"15","Marija Popovic","ETSU","So.","5-5","L","125","648"
"16","Taylor Horsfall","Tulsa","Jr.","5-8","L/DS","114","640"
"17","Jordan Anderson","Northern Ariz.","Sr.","5-6","DS","132","635"
"18","Alycia Wodke","Idaho","Sr.","5-8","OH","123","634"
"19","Miranda Karlen","Northern Ill.","So.","5-6","L/DS","122","627"
"20","Kaylie McHugh","Tulane","Jr.","5-6","L","142","626"
"21","Dana Axner","FGCU","Fr.","5-8","L/DS","120","624"
"","Allyssa Rizzo","Montana St.","Jr.","5-6","L/DS","113","624"
"23","Maurissa Leonard","Toledo","Sr.","5-4","L/DS","106","619"
"24","Molly Kelly","Iowa","Sr.","5-4","DS","121","617"
"25","Vanessa Buman","Green Bay","Sr.","5-6","L","113","614"
"26","Taylor Els","Northern Colo.","Jr.","5-6","DS","111","607"
"27","Reagan Leonard","Fresno St.","So.","5-7","L/DS","130","605"
"28","Victoria Garrick","Southern California","Sr.","5-10","L","125","604"
"","Anne Rasmussen","South Dakota","Jr.","5-4","DS","111","604"
"","Montana Watts","SMU","Jr.","5-5","L","110","604"
"31","Regan Lough","Villanova","Jr.","5-6","L","112","601"
"32","Seren Merrill","Utah Valley","So.","5-8","L/DS","138","600"
"33","Emily Butters","Missouri St.","Sr.","5-8","L","118","599"
"34","Jordan Pingel","UCF","Sr.","5-7","L","117","597"
"35","Anna Holehouse","Towson","Sr.","5-3","L/DS","123","595"
"36","Jenna Lerg","Michigan","Sr.","5-6","DS","122","594"
"37","Kendyl Sorge","UNI","Sr.","5-7","L/DS","126","592"
"38","Morgan Hentz","Stanford","Jr.","5-9","L","121","591"
"39","Becca Fernandez","Murray St.","So.","5-2","L/DS","116","581"
"40","Brooke Nuneviller","Oregon","Fr.","5-11","L","118","580"
"41","Rachael Dohar","Cleveland St.","Sr.","5-4","DS","114","579"
"42","Erin Gardner","Kent St.","Fr.","5-5","L/DS","114","578"
"43","Taylor Gill","Wofford","Sr.","5-10","DS","109","577"
"","Sofia Lopez Acosta","Canisius","Sr.","5-7","L/DS","104","577"
"","Kylee Macke","Drake","So.","5-6","DS","121","577"
"","Gysell Zayas","UTRGV","Sr.","5-6","L","108","577"
"47","Mckala Rhodes","Col. of Charleston","Sr.","5-10","OH","135","575"
"48","Lee Ann Cunningham","Rice","Jr.","5-7","DS","118","574"
"","Anne Hughes","Eastern Ill.","Jr.","5-7","DS","112","574"
"","Rachelle Runyon","Rider","Jr.","5-4","DS","116","574"
"51","Morgan O'Brien","Illinois","So.","5-8","DS","132","571"
"52","Jensen Sharrits","La Salle","Sr.","5-5","L","107","568"
"53","Sarah Driscoll","James Madison","Jr.","5-5","DS","112","566"
"","Emily Tanski","New Hampshire","Jr.","5-9","L/DS","105","566"
"55","Alexis Dirige","Washington St.","Jr.","5-2","DS","129","562"
"56","Jess Grabowski","Milwaukee","Fr.","5-4","DS","114","561"
"57","Kate Avila","Ball St.","Jr.","5-6","DS","120","560"
"","Grace Massey","Oregon St.","So.","5-5","DS","121","560"
"59","Martha Konovodoff","Marquette","So.","5-7","DS","115","559"
"60","Lina Bernier","FIU","Jr.","5-11","OH","117","558"
"","Kendall White","Penn St.","Jr.","5-5","DS","118","558"
"62","Jenna Story","Wright St.","Fr.","-","L/DS","114","556"
"","Erika Ward","Bryant","So.","5-1","L","129","556"
"64","Meg DeMaar","Furman","Sr.","5-10","L","110","555"
"","Emilia Petrachi","UC Santa Barbara","Sr.","5-6","DS","112","555"
"66","Tori Roe","Oral Roberts","Sr.","5-6","L","114","554"
"67","Andie Hanus","Delaware","Jr.","5-8","L/DS","107","553"
"","Krista Hernandez","CSU Bakersfield","So.","5-5","L","118","553"
"69","Abby Bottomley","High Point","So.","5-6","DS","104","552"
"70","Kaylie Jorgenson","Northern Ariz.","Sr.","6-0","OH","132","548"
"71","Okiana Valle","Arkansas","Sr.","5-2","L/DS","103","546"
"72","Amber Weber","Marshall","Jr.","5-4","L/DS","108","545"
"73","Kathleen Reilly","Western Mich.","Jr.","5-5","L/DS","116","544"
"74","Raigen Cianciulli","LSU","So.","5-4","DS","113","542"
"75","Keyton Kinley","Oklahoma","So.","5-5","DS","108","541"
"","Gina Rivera Ortiz","Tennessee St.","Fr.","5-6","L","112","541"
"77","Gabrielle Eyl","Northeastern","Sr.","5-8","L","98","540"
"78","Quincey Gary","Alabama","Sr.","5-10","DS","116","537"
"79","Kenzie Maloney","Nebraska","Sr.","5-8","L/DS","133","536"
"","Grace Tiesman","Samford","Jr.","5-8","DS","125","536"
"81","Macy Reihing","Ohio","So.","5-3","L/DS","116","535"
"82","Makala Heidelberg","Tulane","Fr.","5-7","OH","140","534"
"","Carey Williams","Portland","So.","5-7","L/DS","124","534"
"84","Ryann DeJarld","Notre Dame","Sr.","5-9","L","106","532"
"","Elizabeth Kline","UConn","Sr.","5-6","L/DS","121","532"
"","Lindsay Wightman","Oakland","So.","5-6","L/DS","105","532"
"87","Hannah Thompson","Bradley","Fr.","5-8","OH","127","528"
"88","CC Clausen","South Fla.","Fr.","5-7","DS","126","526"
"89","Bayli Lebo","Indiana","So.","5-7","DS","118","525"
"90","Madison Wallace","Sam Houston St.","Sr.","6-1","OH","107","524"
"91","Teagan DeFalco","Grand Canyon","So.","5-8","L","107","523"
"","Allison Ketcham","Valparaiso","Sr.","5-10","OH","145","523"
"","Adriana Nieto","NJIT","Sr.","5-6","DS","109","523"
"94","Allegra Rivas","Maryland","Fr.","5-10","L","114","522"
"","Miahna Waters","Southern Utah","Fr.","5-8","L","112","522"
"96","Sydney Shearn","Navy","Sr.","5-6","DS","118","521"
"97","Zana Muno","UCLA","Sr.","5-10","L/DS","101","519"
"98","Kristen Largay","American","Jr.","5-7","L","121","518"
"99","Hannah Lewis","Houston Baptist","Jr.","5-5","L/DS","127","517"
"100","Tiffany Clark","Wisconsin","Jr.","5-11","L","117","516"
"","Manuela Conte","UIC","So.","6-1","OH","118","516"
"","Makenzie Kuchmaner","NC State","Sr.","5-8","DS","110","516"
"103","Taliyah Flores","North Dakota","Fr.","-","-","111","515"
